"Location Properties"
"Location Name = Device Location"
""
"Report Properties"
"Start Time = 2024-03-12 16:54:31"
"Time Offset = -05:00:00"
"Duration = 00:00:46"
"Readings = 24"
""
"Instrument Properties"
"Device Model = Aqua TROLL 600"
"Device SN = 804550"
""
"Instrument Properties"
"Device Model = Wireless TROLL Com"
"Device SN = 868976"
""
""
"Date Time","Turbidity (NTU) (803671)","BGA-PC Fluorescence (RFU) (797015)","Actual Conductivity (µS/cm) (803397)","Specific Conductivity (µS/cm) (803397)","Salinity (PSU) (803397)","Resistivity (Ω⋅cm) (803397)","Density (g/cm³) (803397)","Total Dissolved Solids (ppt) (803397)","Chlorophyll-a Fluorescence (RFU) (804408)","Temperature (°C) (804550)","Barometric Pressure (mm Hg) (804550)","Pressure (psi) (785112)","Depth (m) (785112)","Surface Elevation (m) (785112)","External Voltage (V) (804550)","Battery Capacity (%) (804550)","Barometric Pressure (mbar) (868976)","Temperature (°C) (868976)","Marked"
"2024-03-12 16:54:31","","11.250643","9.81547","17.032629","0.006426105","102273.68","0.9999691","0.011142887","14.5095215","2.9073467","710.4002","-0.5021188","-0.16030473","-0.35185686","0.567349","80","947.12286","16.701988",""
"2024-03-12 16:54:33","","11.267896","9.725593","16.889595","0.006360031","103047.805","0.99996865","0.01097295","14.465949","2.8873136","710.39825","-0.49492863","-0.15649359","-0.3480556","0.5669742","80","947.12024","16.700619",""
"2024-03-12 16:54:35","","11.261617","10.930488","19.05741","0.0073442673","91640.06","0.9999639","0.010081912","15.031647","2.684531","710.42474","-0.56645316","-0.20676906","-0.39825624","0.57504684","80","947.15564","16.700178",""
"2024-03-12 16:54:37","","11.246678","9.361398","16.395267","0.006129068","107209.82","0.9999625","0.010368645","13.452547","2.5879948","710.42676","-0.5659571","-0.20630571","-0.3979075","0.57568526","80","947.19244","16.69147",""
"2024-03-12 16:54:39","","11.244105","9.234985","16.185469","0.006033114","108491.375","0.99996215","0.01037657","13.2987795","2.5698304","710.428","-0.56878394","-0.20828341","-0.39989492","0.5760566","80","947.198","16.690496",""
"2024-03-12 16:54:41","","11.55961","9.701359","17.059753","0.0064258003","103131.83","0.99996024","0.011058913","18.81201","2.4222784","710.44135","-0.25602868","0.011319794","-0.18000609","0.5597248","80","947.18115","16.690117",""
"2024-03-12 16:54:43","","12.074653","11.457781","20.110878","0.007820257","87720.23","0.99997234","0.01376675","20.612452","2.4736288","710.4101","0.40525565","0.4764882","0.28492308","0.56630516","80","947.1373","16.681398",""
"2024-03-12 16:54:45","","12.144164","11.677297","20.49446","0.007995296","85740.21","0.9999736","0.014093749","21.026567","2.4740162","710.4071","0.4909289","0.5367381","0.34515738","0.56642836","80","947.13165","16.680437",""
"2024-03-12 16:54:47","","11.238414","12.8550415","21.954115","0.008698714","77898.96","0.9999786","0.014333446","13.039835","2.9563541","710.4194","0.9737732","0.87603974","0.6846307","0.5669203","80","947.14844","16.689217",""
"2024-03-12 16:54:49","","11.125748","13.028234","22.109253","0.008777624","76779.555","0.9999802","0.0143932775","10.6299095","3.455335","710.4329","1.4773625","1.2302923","1.0386893","0.5748207","80","947.1665","16.689724",""
"2024-03-12 16:54:51","","11.077714","13.087688","22.174189","0.008809562","76396.05","0.9999805","0.014402178","10.058492","3.528662","710.435","1.5498705","1.2812848","1.0896674","0.57568663","80","947.16925","16.690138",""
"2024-03-12 16:54:53","","11.388721","13.1372595","22.203289","0.008825854","75908.69","0.99998146","0.014440018","10.170869","3.6201124","710.4283","2.3733208","1.8602633","1.6686107","0.5759539","80","947.16034","16.66236",""
"2024-03-12 16:54:55","","11.447894","13.239462","22.305838","0.008876948","75510.56","0.99998164","0.014499615","10.091779","3.693969","710.40155","2.8798325","2.2162752","2.0247238","0.56807303","80","947.1247","16.6607",""
"2024-03-12 16:54:57","","11.465864","13.253102","22.31896","0.008883536","75444.836","0.9999817","0.014507667","10.0864935","3.7049649","710.3984","2.9664605","2.2771707","2.0856295","0.5671984","80","947.1204","16.659462",""
"2024-03-12 16:54:59","","11.071088","13.242111","22.270748","0.008862693","75516.84","0.9999818","0.01447598","8.977324","3.7728035","710.42584","3.4557354","2.6209757","2.4296238","0.56699276","80","947.15704","16.66",""
