wbody,zone,holeid,event,Date Time,Turbidity (NTU) (803671),BGA-PC Fluorescence (RFU) (797015),Actual Conductivity (µS/cm) (803397),Specific Conductivity (µS/cm) (803397),Salinity (PSU) (803397),Resistivity (Ω⋅cm) (803397),Density (g/cm³) (803397),Total Dissolved Solids (ppt) (803397),Chlorophyll-a Fluorescence (RFU) (804408),Temperature (°C) (804550),Barometric Pressure (mm Hg) (804550),Pressure (psi) (785112),Depth (ft),Depth (m) (785112),Surface Elevation (m) (785112),External Voltage (V) (804550),Battery Capacity (%) (804550),Barometric Pressure (mbar) (868976),Temperature (°C) (868976),Latitude,Longitude,Marked
bog,littoral,l1,12a,2024-03-12 16:54:00,,11.250643,9.81547,17.032629,0.006426105,102273.68,0.9999691,0.011142887,14.5095215,2.9073467,710.4002,-0.5021188,-0.525934154,-0.16030473,-0.35185686,0.567349,80,947.12286,16.701988,,,
bog,littoral,l1,12a,2024-03-12 16:54:00,,11.267896,9.725593,16.889595,0.006360031,103047.805,0.99996865,0.01097295,14.465949,2.8873136,710.39825,-0.49492863,-0.513430413,-0.15649359,-0.3480556,0.5669742,80,947.12024,16.700619,,,
bog,littoral,l1,12a,2024-03-12 16:54:00,,11.261617,10.930488,19.05741,0.007344267,91640.06,0.9999639,0.010081912,15.031647,2.684531,710.42474,-0.56645316,-0.678376181,-0.20676906,-0.39825624,0.57504684,80,947.15564,16.700178,,,
bog,littoral,l1,12a,2024-03-12 16:54:00,,11.246678,9.361398,16.395267,0.006129068,107209.82,0.9999625,0.010368645,13.452547,2.5879948,710.42676,-0.5659571,-0.676856004,-0.20630571,-0.3979075,0.57568526,80,947.19244,16.69147,,,
bog,littoral,l1,12a,2024-03-12 16:54:00,,11.244105,9.234985,16.185469,0.006033114,108491.375,0.99996215,0.01037657,13.2987795,2.5698304,710.428,-0.56878394,-0.683344521,-0.20828341,-0.39989492,0.5760566,80,947.198,16.690496,,,
bog,littoral,l1,12a,2024-03-12 16:54:00,,11.55961,9.701359,17.059753,0.0064258,103131.83,0.99996024,0.011058913,18.81201,2.4222784,710.44135,-0.25602868,0.037138432,0.011319794,-0.18000609,0.5597248,80,947.18115,16.690117,,,
bog,littoral,l1,12a,2024-03-12 16:54:00,,12.074653,11.457781,20.110878,0.007820257,87720.23,0.99997234,0.01376675,20.612452,2.4736288,710.4101,0.40525565,1.563281496,0.4764882,0.28492308,0.56630516,80,947.1373,16.681398,,,
bog,littoral,l1,12a,2024-03-12 16:54:00,,12.144164,11.677297,20.49446,0.007995296,85740.21,0.9999736,0.014093749,21.026567,2.4740162,710.4071,0.4909289,1.760951772,0.5367381,0.34515738,0.56642836,80,947.13165,16.680437,,,
bog,littoral,l1,12a,2024-03-12 16:54:00,,11.238414,12.8550415,21.954115,0.008698714,77898.96,0.9999786,0.014333446,13.039835,2.9563541,710.4194,0.9737732,2.874146129,0.87603974,0.6846307,0.5669203,80,947.14844,16.689217,,,
bog,littoral,l1,12a,2024-03-12 16:54:00,,11.125748,13.028234,22.109253,0.008777624,76779.555,0.9999802,0.014393278,10.6299095,3.455335,710.4329,1.4773625,4.03639206,1.2302923,1.0386893,0.5748207,80,947.1665,16.689724,,,
bog,littoral,l1,12a,2024-03-12 16:54:00,,11.077714,13.087688,22.174189,0.008809562,76396.05,0.9999805,0.014402178,10.058492,3.528662,710.435,1.5498705,4.203690289,1.2812848,1.0896674,0.57568663,80,947.16925,16.690138,,,
bog,littoral,l1,12a,2024-03-12 16:54:00,,11.388721,13.1372595,22.203289,0.008825854,75908.69,0.99998146,0.014440018,10.170869,3.6201124,710.4283,2.3733208,6.10322605,1.8602633,1.6686107,0.5759539,80,947.16034,16.66236,,,
bog,littoral,l1,12a,2024-03-12 16:54:00,,11.447894,13.239462,22.305838,0.008876948,75510.56,0.99998164,0.014499615,10.091779,3.693969,710.40155,2.8798325,7.271244094,2.2162752,2.0247238,0.56807303,80,947.1247,16.6607,,,
bog,littoral,l1,12a,2024-03-12 16:54:00,,11.465864,13.253102,22.31896,0.008883536,75444.836,0.9999817,0.014507667,10.0864935,3.7049649,710.3984,2.9664605,7.47103248,2.2771707,2.0856295,0.5671984,80,947.1204,16.659462,,,
bog,littoral,l1,12a,2024-03-12 16:54:00,,11.071088,13.242111,22.270748,0.008862693,75516.84,0.9999818,0.01447598,8.977324,3.7728035,710.42584,3.4557354,8.59900164,2.6209757,2.4296238,0.56699276,80,947.15704,16.66,,,
bog,littoral,l1,12a,2024-03-12 16:55:00,,11.138034,13.164302,22.11379,0.008791257,75935.54,0.99998194,0.014372476,9.201068,3.8109605,710.4072,4.3148885,10.58071194,3.225001,3.0336688,0.5750325,80,947.1322,16.651075,,,
bog,littoral,l1,12a,2024-03-12 16:55:00,,11.275236,13.1601715,22.068195,0.008772065,75983.25,0.99998194,0.014344129,10.024438,3.8288078,710.3682,4.859365,11.83732382,3.6080163,3.4164739,0.56807196,79.1562,947.0802,16.641932,,,
bog,littoral,l1,12a,2024-03-12 16:55:00,,11.294817,13.156818,22.057325,0.008767289,76004.164,0.99998194,0.014337151,10.130255,3.8319938,710.363,4.951305,12.04947539,3.6726801,3.481114,0.5675899,79.06097,947.07324,16.640564,,,
bog,littoral,l1,12a,2024-03-12 16:55:00,,11.178391,13.151012,22.04045,0.008759821,76039.3,0.99998194,0.014326265,9.820871,3.8799014,710.4084,5.40421,13.09423688,3.9911234,3.799538,0.55902845,79.01552,947.1337,16.640154,,,
bog,littoral,l1,12a,2024-03-12 16:55:00,,11.094272,13.129174,21.989946,0.008737954,76107.234,0.999982,0.014293465,8.620609,3.9054782,710.37286,6.3867407,15.36080052,4.681972,4.4903255,0.5506608,79,947.08636,16.631504,,,
bog,littoral,l1,12a,2024-03-12 16:55:00,,11.079934,13.126504,21.983799,0.008735282,76116.14,0.999982,0.014289469,8.472244,3.9100995,710.3708,6.511352,15.64825787,4.769589,4.577936,0.54943734,79,947.0836,16.630562,,,
bog,littoral,l1,12a,2024-03-12 16:55:00,,11.149873,13.152025,22.008541,0.008746797,76027.71,0.999982,0.014305552,7.44042,3.9324462,710.3819,7.0321403,16.84943668,5.1357083,4.9440866,0.5491418,79,947.0985,16.639103,,,
bog,littoral,l1,12a,2024-03-12 16:55:00,,11.635333,13.090679,21.888664,0.008692024,76387.99,0.999982,0.014275651,10.189116,3.9561648,710.4014,7.453409,18.15569062,5.5338545,5.343537,0.549,79,947.1245,16.639639,,,
bog,littoral,l1,12a,2024-03-12 16:55:00,,11.691906,13.084882,21.876453,0.008686448,76424.484,0.999982,0.014273035,10.460806,3.959532,710.4042,7.515466,18.33589895,5.588782,5.39861,0.549,79,947.1281,16.64004,,,
bog,littoral,l2,12a,2024-03-12 16:52:00,,10.884053,11.57771,19.47962,0.007575445,86393.42,0.9999806,0.012666429,13.010671,3.7842553,710.39136,-0.53136146,-0.59753294,-0.18212804,-0.37358433,0.56577915,80,947.111,16.721355,,,
bog,littoral,l2,12a,2024-03-12 16:52:00,,10.826887,11.603585,19.530901,0.007598973,86196.03,0.9999806,0.012700289,13.015563,3.7412875,710.3906,-0.5258247,-0.584708891,-0.17821927,-0.36969158,0.566654,80,947.11005,16.720385,,,
bog,littoral,l2,12a,2024-03-12 16:52:00,,10.911911,11.63301,19.587528,0.007621838,85963.734,0.9999806,0.012732298,13.881882,3.7340424,710.3904,-0.5353605,-0.606434974,-0.18484138,-0.37639594,0.566944,80,947.10974,16.720062,,,
bog,littoral,l2,12a,2024-03-12 16:52:00,,11.070286,11.666317,19.662182,0.007655147,85717.48,0.99998057,0.012780561,12.782451,3.7083285,710.39685,-0.5375395,-0.611551181,-0.1864008,-0.33179694,0.567,80,947.11835,16.72,,,
bog,littoral,l2,12a,2024-03-12 16:52:00,,11.090335,11.67105,19.672508,0.007659652,85681.82,0.99998057,0.012787048,12.697655,3.7048345,710.3975,-0.5382624,-0.61321939,-0.18690927,-0.3272875,0.567,80,947.1193,16.72,,,
bog,littoral,l2,12a,2024-03-12 16:52:00,,11.011069,11.682485,20.092005,0.007852277,83955.914,0.99998057,0.013059804,13.209714,3.680217,710.39777,-0.22127996,0.117468488,0.035804395,-0.15180655,0.567,80,947.1196,16.710773,,,
bog,littoral,l2,12a,2024-03-12 16:52:00,,10.983731,12.139948,20.508005,0.008044619,82219.3,0.9999808,0.013330204,13.144194,3.6812427,710.4044,0.073696844,0.798491175,0.24338011,0.05302659,0.567,80,947.12854,16.719046,,,
bog,littoral,l2,12a,2024-03-12 16:52:00,,10.977382,12.19076,20.569765,0.008073123,81962.31,0.9999808,0.013370347,13.159729,3.6804602,710.40515,0.11831826,0.901466962,0.27476713,0.082201235,0.567,80,947.1295,16.719606,,,
bog,littoral,l2,12a,2024-03-12 16:52:00,,11.440607,12.128744,20.38261,0.007990004,82451.13,0.9999812,0.013248698,15.303993,3.7967074,710.3983,0.392285,1.533450459,0.4673957,0.577224,0.567,80,947.12036,16.720013,,,
bog,littoral,l2,12a,2024-03-12 16:52:00,,11.480882,12.094035,20.718397,0.008150537,80683.95,0.9999815,0.013466958,11.440438,3.9044173,710.3845,1.3244171,3.682906824,1.12255,0.9607838,0.55097383,80,947.10205,16.728903,,,
bog,littoral,l2,12a,2024-03-12 16:52:00,,11.346869,12.426284,20.80215,0.008190951,80223.32,0.9999816,0.013521399,10.454156,3.9726734,710.3833,1.8139464,4.812650262,1.4668958,1.2873127,0.5649043,80,947.1004,16.729628,,,
bog,littoral,l2,12a,2024-03-12 16:52:00,,11.331302,12.46307,20.824894,0.008201841,80103.37,0.9999816,0.013536182,10.190195,3.9839678,710.3827,1.9030889,5.018312008,1.5295815,1.3367044,0.5658929,80,947.0996,16.73004,,,
bog,littoral,l2,12a,2024-03-12 16:52:00,,11.059786,12.503943,20.8548,0.008216255,79942.8,0.9999816,0.013571054,9.822574,4.0429134,710.38275,2.7654493,7.006854659,2.1356893,1.9443045,0.56673276,80,947.0997,16.73,,,
bog,littoral,l2,12a,2024-03-12 16:52:00,,11.016843,12.601054,20.988543,0.008279101,79359.25,0.9999816,0.013644545,9.7459955,4.0574365,710.38275,3.3616033,8.381881234,2.5547974,2.3634424,0.55935705,80,947.10815,16.721508,,,
bog,littoral,l2,12a,2024-03-12 16:52:00,,11.00241,12.6120825,21.004356,0.008286543,79289.32,0.9999816,0.013653912,9.725679,4.061064,710.38275,3.4588692,8.60620374,2.6231709,2.431827,0.55850804,80,947.10913,16.720564,,,
bog,littoral,l2,12a,2024-03-12 16:52:00,,11.107151,12.602371,20.9881,0.008279026,79350.21,0.9999816,0.013642506,10.622054,4.079556,710.36926,3.945836,9.73023458,2.9657755,2.774199,0.5581263,80,947.08246,16.729185,,,
bog,littoral,l2,12a,2024-03-12 16:52:00,,11.182843,12.622535,21.013018,0.008290977,79223.42,0.9999816,0.013679897,10.562597,4.0936017,710.3941,4.8977284,11.92613681,3.6350865,3.443446,0.55025274,80,947.11505,16.738297,,,
bog,littoral,l2,12a,2024-03-12 16:52:00,,11.195252,12.624096,21.014711,0.008291805,79213.61,0.9999816,0.013683395,10.589733,4.095848,710.39636,5.0207114,12.20986877,3.721568,3.5299118,0.54938686,80,947.1177,16.739672,,,
bog,littoral,l2,12a,2024-03-12 16:52:00,,11.167123,12.650308,21.050806,0.008308878,79049.5,0.9999816,0.013684893,10.837138,4.107974,710.3976,5.647162,13.65489993,4.1620135,3.9703498,0.5490719,80,947.1194,16.73075,,,
bog,littoral,l2,12a,2024-03-12 16:52:00,,11.297001,12.6320915,21.009771,0.008290398,79163.48,0.9999815,0.013656982,10.474918,4.1230774,710.35846,6.1307545,14.76958661,4.50177,4.3103495,0.54113305,80,947.06726,16.738995,,,
bog,littoral,l3,12a,2024-03-12 16:49:00,,11.333651,9.584082,16.079268,0.006019949,104963.19,0.9999797,0.010454249,19.272575,3.8642626,710.36957,-0.5583598,-0.6598479,-0.20112164,-0.39256603,0.594,80,947.082,16.900845,,,
bog,littoral,l3,12a,2024-03-12 16:49:00,,11.53677,8.861159,14.919463,0.005490413,108806.586,0.99997866,0.010107548,20.012775,3.7432752,710.3946,-0.58575404,-0.722702657,-0.22027977,-0.41182607,0.601854,80,947.11536,16.900259,,,
bog,littoral,l3,12a,2024-03-12 16:49:00,,11.539237,8.864146,14.932289,0.00549539,108079.375,0.9999786,0.010161553,20.146484,3.7204075,710.39655,-0.5886891,-0.729428412,-0.22232978,-0.41388965,0.602729,80,947.11804,16.899843,,,
bog,littoral,l3,12a,2024-03-12 16:49:00,,11.487008,9.213926,15.600754,0.005794562,108207.01,0.9999782,0.010173481,19.25376,3.6144552,710.3908,-0.5907836,-0.734737992,-0.22394814,-0.4153622,0.5946321,80,947.1103,16.881456,,,
bog,littoral,l3,12a,2024-03-12 16:49:00,,11.657389,9.191757,15.580866,0.005784705,108689.61,0.999978,0.010138008,19.08588,3.5362086,710.3773,-0.6027105,-0.762268504,-0.23233944,-0.35683423,0.59420013,80,947.0924,16.889221,,,
bog,littoral,l3,12a,2024-03-12 16:49:00,,11.67313,9.205807,15.609458,0.005797422,108717.77,0.99997795,0.010137022,19.03263,3.523579,710.37555,-0.60404414,-0.765365879,-0.23328352,-0.35050985,0.5938251,80,947.0901,16.889341,,,
bog,littoral,l3,12a,2024-03-12 16:49:00,,11.582374,9.137012,16.400063,0.006153804,103759.6,0.99997735,0.010660041,18.787178,3.491951,710.42426,-0.39639512,-0.286163976,-0.08722278,-0.2736249,0.594,80,947.15497,16.871346,,,
bog,littoral,l3,12a,2024-03-12 16:49:00,,11.30572,10.260463,17.576056,0.006688017,97070.44,0.9999772,0.011424436,12.8886,3.4183607,710.41345,-0.29385704,-0.05075042,-0.015468728,-0.20517504,0.594,80,947.14056,16.861458,,,
bog,littoral,l3,12a,2024-03-12 16:49:00,,10.865966,10.744491,18.358522,0.007045449,92960.17,0.99997735,0.01193304,10.889686,3.3520944,710.36884,-0.2329401,0.090454564,0.027570551,-0.16620505,0.594,80,947.081,16.860363,,,
bog,littoral,l3,12a,2024-03-12 16:49:00,,10.805627,10.842291,18.488766,0.007104853,92259.984,0.9999774,0.012017697,10.440797,3.3418865,710.3631,-0.22300966,0.113397375,0.03456352,-0.15950185,0.594,80,947.07336,16.859945,,,
bog,littoral,l3,12a,2024-03-12 16:49:00,,10.583064,9.940146,19.752398,0.007690353,85939.47,0.9999793,0.012839058,9.919641,3.418972,710.388,-0.08416176,0.433881332,0.13224703,-0.059419625,0.594,80,947.1066,16.851,,,
bog,littoral,l3,12a,2024-03-12 16:49:00,,10.940888,11.360667,19.543186,0.007597828,86473.98,0.99998003,0.012703071,8.489651,3.5075433,710.3829,0.075698696,0.803290814,0.24484304,0.05312851,0.594,80,947.0998,16.850325,,,
bog,littoral,l3,12a,2024-03-12 16:49:00,,10.974469,11.486515,19.564583,0.007608254,86309.28,0.9999802,0.01271698,8.312463,3.5206385,710.38336,0.09881423,0.856690551,0.26111928,0.069498524,0.594,80,947.10046,16.849913,,,
bog,littoral,l3,12a,2024-03-12 16:49:00,,11.253143,12.022111,20.260822,0.007932361,83080.47,0.999981,0.013169535,7.8970995,3.7406964,710.40344,0.21062629,1.114633202,0.3397402,0.23289296,0.5857778,80,947.1272,16.85,,,
bog,littoral,l3,12a,2024-03-12 16:49:00,,11.053466,12.34535,20.774971,0.008173666,80719.805,0.99998146,0.013503731,7.410305,3.8165712,710.3786,0.45424446,1.676543635,0.5110105,0.32887036,0.57740384,80,947.09406,16.841291,,,
bog,littoral,l3,12a,2024-03-12 16:49:00,,11.040759,12.397651,20.860352,0.008213616,80327.38,0.9999816,0.013559229,7.343524,3.8332806,710.3766,0.4853806,1.748359908,0.5329001,0.34560376,0.57615393,80,947.09143,16.84032,,,
bog,littoral,l3,12a,2024-03-12 16:49:00,,11.186791,12.431468,20.81409,0.008193438,80414.93,0.9999816,0.013529158,7.6991553,3.8852782,710.3754,0.574963,1.95484206,0.59583586,0.40467927,0.57604265,80,947.0899,16.830872,,,
bog,littoral,l3,12a,2024-03-12 16:49:00,,11.097625,12.437582,20.80701,0.008190785,80392.88,0.99998164,0.013574326,7.0541573,3.9384246,710.3688,0.75591576,2.660197736,0.81082827,0.6191891,0.576,80,947.08093,16.82149,,,
bog,littoral,l3,12a,2024-03-12 16:49:00,,11.093879,12.439318,20.8041,0.008189548,80395.54,0.99998164,0.013577899,6.997278,3.9462428,710.36804,0.7788074,2.744619751,0.8365601,0.6449179,0.576,80,947.08,16.82012,,,
bog,littoral,l3,12a,2024-03-12 16:49:00,,11.077367,12.488865,20.86043,0.008216959,80071.42,0.99998164,0.013563031,6.9887257,3.9860556,710.31885,0.9974342,2.95053435,0.89932287,0.7078784,0.576,80,947.01447,16.82934,,,
bog,littoral,l3,12a,2024-03-12 16:49:00,,11.2162,12.510382,20.880756,0.00822712,79933.68,0.99998164,0.013573551,6.989107,3.9907846,710.3564,1.1300896,3.24153622,0.98802024,0.7963982,0.576,80,947.0644,16.820915,,,
bog,littoral,l3,12a,2024-03-12 16:49:00,,11.117715,12.530388,20.902504,0.008237745,79806.04,0.9999816,0.013569361,6.8383536,4.026816,710.40295,1.4611883,3.99904101,1.2189077,1.0273176,0.576,80,947.1265,16.820375,,,
bog,littoral,l3,12a,2024-03-12 16:49:00,,11.111753,12.533264,20.90551,0.008239223,79787.68,0.9999816,0.013569347,6.8211493,4.030931,710.4099,1.5029873,4.095469488,1.2482991,1.0567052,0.576,80,947.13574,16.81996,,,
bog,littoral,l3,12a,2024-03-12 16:50:00,,11.082,12.539611,20.896616,0.008236053,79747.3,0.9999816,0.013581005,6.71568,4.0379806,710.412,1.7946907,4.76834416,1.4533913,1.2617931,0.576,80,947.0938,16.82,,,
bog,littoral,l3,12a,2024-03-12 16:50:00,,11.012772,12.536331,20.892242,0.008233978,79768.15,0.9999816,0.013579262,6.5668845,4.057191,710.38074,1.9645584,5.160089567,1.5727953,1.381222,0.576,80,947.09143,16.811441,,,
bog,littoral,l3,12a,2024-03-12 16:50:00,,11.00427,12.536127,20.89134,0.008233587,79769.45,0.9999816,0.013579519,6.5466723,4.0594935,710.3771,1.9934351,5.226690289,1.5930952,1.4015243,0.576,80,947.08936,16.81047,,,
bog,littoral,l3,12a,2024-03-12 16:50:00,,11.197149,12.571028,20.945036,0.008258649,79548.06,0.9999815,0.013611528,6.759449,4.067296,710.3218,2.194951,5.691798885,1.7348603,1.5432042,0.576,80,947.01776,16.80112,,,
bog,littoral,l3,12a,2024-03-12 16:50:00,,10.997198,12.598035,20.982426,0.008276323,79377.56,0.9999816,0.013638256,7.3784347,4.0808034,710.31726,2.412685,6.194034777,1.8879418,1.6962863,0.576,80,947.01227,16.800322,,,
bog,littoral,l3,12a,2024-03-12 16:50:00,,10.981893,12.60236,20.988598,0.00827923,79350.21,0.9999816,0.013642442,7.456272,4.082555,710.3148,2.4441829,6.266700131,1.9100902,1.7184316,0.576,80,947.00903,16.799917,,,
bog,littoral,l3,12a,2024-03-12 16:50:00,,10.992444,12.596982,20.96441,0.008268773,79384.09,0.9999816,0.013626842,7.6753263,4.103557,710.3494,2.5734222,6.564831365,2.0009606,1.8092959,0.576,80,947.0552,16.8,,,
bog,littoral,l3,12a,2024-03-12 16:50:00,,11.206041,12.57582,20.932398,0.008253801,79517.72,0.9999816,0.013644348,7.429031,4.0986214,710.35175,2.9867122,7.518036417,2.2914975,2.0998676,0.576,80,947.0583,16.8,,,
bog,littoral,l3,12a,2024-03-12 16:50:00,,11.230852,12.573211,20.927862,0.008251711,79534.19,0.9999816,0.013645672,7.4083114,4.098824,710.3533,3.0372195,7.634527559,2.327004,2.135378,0.576,80,947.06036,16.8,,,
bog,littoral,l3,12a,2024-03-12 16:50:00,,11.004821,12.622183,21.004364,0.008287362,79225.695,0.9999816,0.013655945,7.3700504,4.104431,710.3389,3.3089144,8.261327428,2.5180526,2.3263984,0.56766385,80,947.0412,16.79074,,,
bog,littoral,l3,12a,2024-03-12 16:50:00,,10.934135,12.637393,21.024254,0.008296831,79130.305,0.9999815,0.013666759,7.400225,4.1142592,710.3645,3.3919272,8.452726378,2.576391,2.3847623,0.56720364,80,947.07526,16.781458,,,
bog,littoral,l3,12a,2024-03-12 16:50:00,,10.91731,12.6409855,21.029432,0.008299267,79107.72,0.9999815,0.013668296,7.4025497,4.1155667,710.36676,3.410954,8.496609252,2.5897665,2.3981392,0.5668286,80,947.0782,16.78009,,,
bog,littoral,l3,12a,2024-03-12 16:50:00,,11.135709,12.626367,21.001936,0.008298873,79119.65,0.9999815,0.013668751,7.424878,4.120425,710.3817,3.839332,9.484775262,2.8909595,2.6993191,0.567,80,947.0983,16.780014,,,
bog,littoral,l3,12a,2024-03-12 16:50:00,,11.155841,12.661586,21.060896,0.008315146,78971.44,0.9999815,0.01369127,7.9978423,4.1124535,710.3692,4.108443,10.10559514,3.0801854,2.8885229,0.55094063,80,947.0815,16.771078,,,
bog,littoral,l3,12a,2024-03-12 16:50:00,,11.016448,12.685109,21.09795,0.008331704,78829.57,0.9999815,0.013714353,7.466488,4.1219807,710.343,4.167274,10.24123655,3.1215289,2.9298851,0.5648938,80,947.04663,16.770367,,,
bog,littoral,l3,12a,2024-03-12 16:50:00,,11.000492,12.689164,21.104486,0.008334197,78807.836,0.9999815,0.013717822,7.427564,4.122744,710.3395,4.182335,10.27597113,3.132116,2.9404738,0.56587553,80,947.04193,16.769949,,,
bog,littoral,l3,12a,2024-03-12 16:50:00,,11.1340275,12.705595,21.139374,0.008350055,78719.16,0.9999816,0.013733462,7.389303,4.111888,710.3788,4.6189013,11.28272835,3.4389756,3.2474108,0.55862314,80,947.09436,16.77,,,
bog,littoral,l3,12a,2024-03-12 16:50:00,,10.99312,12.715027,21.15105,0.008355654,78648.76,0.9999816,0.013747322,7.7574687,4.1215863,710.40076,4.986737,12.13148917,3.6976779,3.506025,0.5582842,80,947.1236,16.761404,,,
bog,littoral,l3,12a,2024-03-12 16:50:00,,10.982801,12.716643,21.153582,0.008356834,78637.91,0.9999816,0.013749406,7.79999,4.1222315,710.4048,5.0448227,12.26549705,3.7385235,3.5468636,0.55790913,80,947.129,16.760431,,,
bog,littoral,l3,12a,2024-03-12 16:50:00,,11.032368,12.731189,21.18026,0.008369071,78547.414,0.9999816,0.013767098,7.4492173,4.1148643,710.40515,5.260647,12.76334514,3.8902676,3.8449132,0.5498081,80,947.12946,16.76009,,,
bog,littoral,l3,12a,2024-03-12 16:50:00,,11.240588,12.74369,21.181595,0.008369867,78528.7,0.9999816,0.013768036,7.7180886,4.125408,710.3858,5.6514416,13.66442257,4.164916,3.990589,0.5492633,80,947.10376,16.76,,,
bog,littoral,l3,12a,2024-03-12 16:50:00,,11.265897,12.745606,21.182745,0.008370414,78523.34,0.9999816,0.013768785,7.7334385,4.1262593,710.38367,5.702042,13.78110236,4.20048,4.0174737,0.5488924,80,947.1009,16.76,,,
bog,littoral,l3,12a,2024-03-12 16:50:00,,11.001931,12.744673,21.194874,0.008376154,78469.016,0.9999816,0.013776668,12.169996,4.1211357,710.3623,5.982961,14.4294521,4.398097,4.207576,0.549,80,947.07227,16.76,,,
bog,littoral,l3,12a,2024-03-12 16:50:00,,16.61041,12.732653,21.17172,0.008365626,78539.875,0.9999816,0.013761619,17.995314,4.1299505,710.4068,6.213277,14.95835827,4.5593076,4.450457,0.54112375,80,947.1317,16.76,,,
bog,littoral,l3,12a,2024-03-12 16:50:00,,17.216232,12.731276,21.169659,0.008364698,78545.55,0.9999816,0.01376028,18.806414,4.130691,710.41095,6.248661,15.03973425,4.584111,4.4843583,0.54025793,80,947.1372,16.76,,,
bog,littoral,l3,12a,2024-03-12 16:50:00,,15.76917,12.913898,21.536425,0.008534693,77206.28,0.9999817,0.013998676,9.282657,4.124489,710.41974,6.4466534,15.49298228,4.722261,4.5386825,0.5484019,80,947.1489,16.76,,,
bog,littoral,l3,12a,2024-03-12 16:50:00,,15.275936,12.8657675,21.394274,0.008469022,77701.82,0.9999816,0.013906279,16.440655,4.131578,710.387,6.453761,15.51229659,4.728148,4.5393467,0.5488177,80,947.10535,16.76,,,
bog,littoral,l4,12a,2024-03-12 16:44:00,,10.787336,12.524943,21.676403,0.008550129,79874.55,0.9999724,0.014082867,12.609989,2.8915794,710.30493,-0.5440873,-0.626885531,-0.19107471,-0.4071519,0.306,80,946.99585,17.740395,,,
bog,littoral,l4,12a,2024-03-12 16:44:00,,10.781948,12.535645,21.69029,0.008561573,79772.48,0.9999725,0.014098779,12.568816,2.9003043,710.30743,-0.54919505,-0.638731923,-0.19468549,-0.41356853,0.306,80,946.9992,17.739994,,,
bog,littoral,l4,12a,2024-03-12 16:44:00,,10.685351,12.351572,21.150574,0.008314788,81671.48,0.9999732,0.013747873,12.165052,2.9351668,710.26056,-0.5677118,-0.680895604,-0.20753698,-0.4016943,0.306,80,946.9367,17.713062,,,
bog,littoral,l4,12a,2024-03-12 16:44:00,,10.841129,12.085354,20.8303,0.008168506,82839.81,0.9999736,0.013539695,12.398087,2.9570692,710.2764,-0.53560424,-0.607337106,-0.18511635,-0.37753645,0.306,80,946.9578,17.710999,,,
bog,littoral,l4,12a,2024-03-12 16:44:00,,10.855294,12.04793,20.773285,0.008142452,83045.43,0.99997365,0.013502636,12.410927,2.9606452,710.2764,-0.53246135,-0.600122178,-0.18291724,-0.3741288,0.306,80,946.9578,17.709763,,,
bog,littoral,l4,12a,2024-03-12 16:44:00,,10.814142,11.964004,20.693178,0.008102609,83592.37,0.9999723,0.013450566,11.595952,2.9086304,710.27075,-0.3213446,-0.113187894,-0.03449967,-0.1027727,0.2977926,80,946.9503,17.691761,,,
bog,littoral,l4,12a,2024-03-12 16:44:00,,10.479173,12.653452,22.20892,0.008810756,77348.73,0.99997646,0.014435799,11.406622,2.9130342,710.2771,0.10385232,0.866833104,0.26421073,0.08699482,0.29724774,80,946.95874,17.681862,,,
bog,littoral,l4,12a,2024-03-12 16:44:00,,10.439628,12.728023,22.376034,0.008888732,76668.91,0.9999769,0.014544423,11.353337,2.911493,710.2775,0.15940334,0.994885105,0.30324098,0.118553944,0.29687244,80,946.9593,17.680056,,,
bog,littoral,l4,12a,2024-03-12 16:44:00,,10.748355,13.172738,22.471727,0.008941811,75759.96,0.99997944,0.014606624,7.8173876,3.156546,710.2914,0.537659,1.868588911,0.5695459,0.37892476,0.30517983,80,946.9778,17.680067,,,
bog,littoral,l4,12a,2024-03-12 16:44:00,,10.6817465,13.247587,22.490685,0.008954608,75432.016,0.99998057,0.014627215,6.404439,3.473175,710.29236,0.7885966,3.094281496,0.943137,0.75151676,0.32143006,80,946.9791,17.688717,,,
bog,littoral,l4,12a,2024-03-12 16:44:00,,10.686275,13.270617,22.493185,0.008956514,75375.53,0.9999808,0.014629753,6.1194596,3.517012,710.29297,0.82937735,3.259808727,0.9935897,0.80194616,0.32352206,80,946.9799,17.689678,,,
bog,littoral,l4,12a,2024-03-12 16:44:00,,10.527529,13.281882,22.476484,0.008950956,75290.55,0.999981,0.01461037,5.125471,3.5600812,710.2928,1.4396893,4.000681102,1.2194076,1.0278023,0.34898385,80,946.98895,17.662138,,,
bog,littoral,l4,12a,2024-03-12 16:44:00,,10.412519,13.285996,22.452017,0.008941239,75267.22,0.9999812,0.014594026,5.261755,3.6233325,710.2928,1.6762681,4.512066601,1.3752779,1.1836591,0.40551534,80,946.9807,17.66943,,,
bog,littoral,l4,12a,2024-03-12 16:44:00,,10.394223,13.287017,22.448744,0.008939981,75261.43,0.9999813,0.014591504,5.237827,3.6314356,710.2928,1.7254258,4.594562008,1.4004225,1.2088037,0.41257805,80,946.98016,17.669125,,,
bog,littoral,l4,12a,2024-03-12 16:44:00,,10.658023,13.266555,22.401787,0.008918854,75377.53,0.99998146,0.014576425,5.66346,3.649654,710.32074,2.3858922,6.132222441,1.8691014,1.6774491,0.43057972,80,947.01697,17.651342,,,
