"Location Properties"
"Location Name = Device Location"
""
"Report Properties"
"Start Time = 2024-03-13 16:56:38"
"Time Offset = -05:00:00"
"Duration = 00:01:32"
"Readings = 47"
""
"Instrument Properties"
"Device Model = Aqua TROLL 600"
"Device SN = 804569"
""
"Instrument Properties"
"Device Model = Wireless TROLL Com"
"Device SN = 791538"
""
""
"Date Time","Actual Conductivity (µS/cm) (801689)","Specific Conductivity (µS/cm) (801689)","Salinity (PSU) (801689)","Resistivity (Ω⋅cm) (801689)","Density (g/cm³) (801689)","Total Dissolved Solids (ppt) (801689)","Turbidity (NTU) (805029)","Chlorophyll-a Fluorescence (RFU) (804424)","BGA-PC Fluorescence (RFU) (864349)","Temperature (°C) (804569)","Barometric Pressure (mm Hg) (804569)","Pressure (psi) (785110)","Depth (ft) (785110)","External Voltage (V) (804569)","Battery Capacity (%) (804569)","Barometric Pressure (mbar) (791538)","Temperature (°C) (791538)","Latitude (°)","Longitude (°)","Marked"
"2024-03-13 16:56:38","36.97988","67.991356","0.03000219","27118.484","0.99993175","0.044819325","1.351217","0.015084512","1.5316141","1.1218082","717.788","-0.5402763","-0.6196347","0","90","956.9725","10.341062","46.01311082956037","-89.67254444033809",""
"2024-03-13 16:56:40","36.27127","66.721115","0.029407661","27584.25","0.99993074","0.04365013","1.3385258","0.014846436","1.5884897","1.1064833","717.8179","-0.5280876","-0.5915074","0","90","957.0123","10.34868","46.01311082956037","-89.67254435651905",""
"2024-03-13 16:56:42","36.34512","66.87315","0.029477421","27515.926","0.9999306","0.04344407","1.3431184","0.014753781","1.5949289","1.0989549","717.8203","-0.52688426","-0.58874583","0","90","957.01556","10.349164","46.01311087146989","-89.67254435651905",""
"2024-03-13 16:56:44","37.275665","68.65534","0.030303221","26949.87","0.99992925","0.044440527","1.3969033","0.015103148","1.5502248","1.0701419","717.7955","-0.45710835","-0.42690855","0","90","956.9824","10.331687","46.01314961998261","-89.67244284577693",""
"2024-03-13 16:56:46","38.41444","71.110855","0.03142127","26054.506","0.99992347","0.04619704","1.2969927","0.01482121","1.5503259","1.058807","717.788","-0.26132342","0.021465588","0","90","956.97253","10.322216","46.013135310915516","-89.67244567957245",""
"2024-03-13 16:56:48","38.586044","71.46962","0.031585343","25926.596","0.9999228","0.046440624","1.288151","0.014804413","1.5482072","1.056362","717.786","-0.23673233","0.07786384","0","90","956.96985","10.320403","46.013133529207856","-89.67244515679637",""
"2024-03-13 16:56:50","48.02333","89.008095","0.03974002","20910.578","0.99992865","0.057852734","1.5897057","0.018753406","1.5629582","0.90280735","717.7998","-0.093791604","0.4089378","0","90","956.9883","10.3293495","46.013130532438126","-89.6724370527113",""
"2024-03-13 16:56:52","57.601295","104.40705","0.047063585","17471.777","0.99996305","0.06786458","1.8585796","0.022325953","1.5639096","1.518599","717.77405","0.29984426","1.3185819","0","90","956.95386","10.303236","46.01313163559575","-89.67243735549154",""
"2024-03-13 16:56:54","58.68761","104.56056","0.047197886","17026.154","0.9999849","0.067835994","2.1902003","0.02809639","1.5385535","2.0253158","717.77203","0.5001296","1.7822918","0","90","957.0019","10.301121","46.013132208490326","-89.67243331276711",""
"2024-03-13 16:56:56","59.144688","105.09191","0.047458917","16863.818","0.99998885","0.06816596","2.2390356","0.02890908","1.5354735","2.1110604","717.77075","0.5388081","1.8717755","0","90","957.00616","10.299802","46.013139238971746","-89.67244576824054",""
"2024-03-13 16:56:58","59.410137","104.47154","0.047307752","16828.658","0.99999374","0.06789369","2.3212264","0.03113145","1.5606992","2.2553325","717.8252","0.75146395","2.3629682","0","90","957.0271","10.3","46.01314349919144","-89.67245370330328",""
"2024-03-13 16:57:00","59.443806","104.179146","0.047198705","16821.438","0.99999607","0.067712136","2.63784","0.03189257","1.511566","2.4998603","717.8227","0.9503252","2.8203828","0","90","957.02045","10.282587","46.013148359600876","-89.6724378082488",""
"2024-03-13 16:57:02","59.460346","104.13013","0.04718428","16818.54","0.9999964","0.06768682","2.677288","0.03205004","1.5068527","2.5327923","717.8245","0.98150843","2.892181","0","90","957.02026","10.280537","46.0131529676625","-89.67243520765955",""
"2024-03-13 16:57:04","59.49181","103.80209","0.047054775","16809.037","0.9999995","0.06739497","2.151254","0.031513654","1.5175765","2.650858","717.83044","1.2754551","3.572828","0","90","957.02905","10.279978","46.01315297216085","-89.67243520553434",""
"2024-03-13 16:57:06","59.510082","103.57686","0.046966087","16803.875","1.0000004","0.06731764","2.1194277","0.034334797","1.5042069","2.689923","717.83746","1.476875","4.0379386","0","90","957.03845","10.28","46.01315297216085","-89.67243520553434",""
"2024-03-13 16:57:08","59.497948","103.41907","0.046901047","16807.303","1.0000011","0.06721959","2.257818","0.036473975","1.5216361","2.760342","717.82544","1.5654105","4.2417316","0","90","957.02234","10.271502","46.0131299216717","-89.67244036881785",""
"2024-03-13 16:57:10","59.497105","103.39307","0.046890467","16807.54","1.0000012","0.067206234","2.2748616","0.036836833","1.5230925","2.7696657","717.8243","1.5825247","4.2811675","0","90","957.0208","10.27051","46.01312279263688","-89.67244584465385",""
