"Location Properties"
"Location Name = Device Location"
""
"Report Properties"
"Start Time = 2024-03-13 16:35:24"
"Time Offset = -05:00:00"
"Duration = 00:06:14"
"Readings = 188"
""
"Instrument Properties"
"Device Model = Aqua TROLL 600"
"Device SN = 804569"
""
"Instrument Properties"
"Device Model = Wireless TROLL Com"
"Device SN = 791538"
""
""
"Date Time","Actual Conductivity (µS/cm) (801689)","Specific Conductivity (µS/cm) (801689)","Salinity (PSU) (801689)","Resistivity (Ω⋅cm) (801689)","Density (g/cm³) (801689)","Total Dissolved Solids (ppt) (801689)","Turbidity (NTU) (805029)","Chlorophyll-a Fluorescence (RFU) (804424)","BGA-PC Fluorescence (RFU) (864349)","Temperature (°C) (804569)","Barometric Pressure (mm Hg) (804569)","Pressure (psi) (785110)","Depth (ft) (785110)","External Voltage (V) (804569)","Battery Capacity (%) (804569)","Barometric Pressure (mbar) (791538)","Temperature (°C) (791538)","Latitude (°)","Longitude (°)","Marked"
"2024-03-13 16:35:24","13.696158","24.685654","0.009887496","73013.32","0.99994004","0.015879298","1.6702993","0.016053522","1.5869395","1.6923577","717.5844","-0.48746964","-0.4976722","0","91","956.70105","12.12","46.013891394293225","-89.67148957782393",""
"2024-03-13 16:35:26","13.545258","25.057549","0.0100536905","72173.2","0.9999364","0.016269905","1.3568137","0.014102235","1.5443716","1.6623544","717.58374","-0.51218104","-0.5546099","0","91","956.68243","12.12","46.013906840810215","-89.67151526665685",""
"2024-03-13 16:35:28","13.532048","24.569845","0.009827242","73693.69","0.9999349","0.015963793","1.2442898","0.016142085","1.5766675","1.5937113","717.57697","-0.51244485","-0.5549407","0","91","956.68896","12.12","46.01390638945128","-89.67151265118417",""
"2024-03-13 16:35:30","13.525201","24.525276","0.00980632","73843.94","0.9999346","0.015942343","1.2177372","0.016301088","1.5789475","1.5845647","717.5762","-0.5134374","-0.5571915","0","91","956.68915","12.12","46.013909818115714","-89.67150398718175",""
"2024-03-13 16:35:32","13.504245","24.500748","0.009792469","74038.91","0.9999326","0.015925486","1.4588861","0.015881138","1.6005074","1.5087504","717.56903","-0.2918357","0.6329553","0","91","956.6804","12.129185","46.01390879721499","-89.67151090208743",""
"2024-03-13 16:35:34","45.51128","81.819595","0.03657921","24708.297","0.9999829","0.05949102","1.9628794","0.020222025","1.5961742","1.7430831","717.55554","0.08306992","0.89776903","0","91","956.6625","12.129756","46.01390961601907","-89.67151326077611",""
"2024-03-13 16:35:36","49.157063","88.35061","0.039631233","19091.412","0.99998856","0.0644549","2.0302901","0.020693246","1.5964539","1.766857","717.5537","0.13480714","0.9764311","0","91","956.6601","12.130195","46.01390074895866","-89.67149895918597",""
"2024-03-13 16:35:38","58.337406","102.23116","0.0462884","17073.838","0.99999624","0.0669459","1.9844198","0.019246273","1.5829304","2.299124","717.5953","0.3340302","1.3999138","0","91","956.7155","12.120702","46.01390865366436","-89.67149757088492",""
"2024-03-13 16:35:40","59.25185","103.39708","0.04686386","16842.055","0.9999988","0.06733186","2.084855","0.022214482","1.6098694","2.625556","717.5572","0.4005394","1.5507445","0","91","956.6647","12.129166","46.013904035635726","-89.67149492566159",""
"2024-03-13 16:35:42","59.386757","103.35548","0.046862725","16838.793","1.0000004","0.06704487","1.9551954","0.02469989","1.5698704","2.7200906","717.6065","0.5521698","1.8990684","0","91","956.73047","12.138318","46.013903883293196","-89.67149936985804",""
"2024-03-13 16:35:44","59.400326","103.338776","0.046857554","16834.916","1.0000006","0.06701781","1.9439539","0.025119914","1.5662344","2.7419178","717.6107","0.5719646","1.9445087","0","91","956.7361","12.139783","46.01390833186782","-89.67150199540228",""
"2024-03-13 16:35:46","59.37372","103.09702","0.046720654","16823.342","1.0000027","0.066931374","2.4002068","0.026626553","1.5622281","2.7958934","717.6133","0.66930777","2.1737287","0","91","956.7395","12.139975","46.013910548471294","-89.6715099071736",""
"2024-03-13 16:35:48","59.45622","102.98751","0.046718396","16817.213","1.000003","0.066931956","2.4782572","0.026236763","1.604274","2.8628042","717.60675","0.6052502","2.0235906","0","91","956.7308","12.14","46.01390921781668","-89.67151074880924",""
"2024-03-13 16:35:50","59.472225","102.876755","0.046677567","16813.832","1.0000036","0.06686714","2.6601233","0.025352005","1.5553734","2.9096465","717.58716","0.8000073","2.4749417","0","91","956.70465","12.14","46.01390751603893","-89.67151005837277",""
"2024-03-13 16:35:52","59.477478","102.86038","0.046673257","16813.25","1.0000037","0.06685985","2.6826284","0.025224509","1.5512455","2.9175758","717.5846","0.8201351","2.5215046","0","91","956.70123","12.14","46.01390792764077","-89.67151179422595",""
"2024-03-13 16:35:54","59.485016","102.747734","0.04662818","16810.957","1.0000042","0.066774026","3.1599553","0.028743422","1.5228288","2.9550025","717.5905","1.1378804","3.2539558","0","91","956.70917","12.14","46.01390792764077","-89.67151179422595",""
"2024-03-13 16:35:56","59.464775","102.65164","0.046587005","16816.68","1.0000045","0.06672224","2.426403","0.025372555","1.5558832","2.9557047","717.6103","1.2843735","3.5935907","0","91","956.73553","12.148707","46.01390792764077","-89.67151179422595",""
"2024-03-13 16:35:58","59.46267","102.63641","0.046580605","16817.273","1.0000045","0.06671315","2.3574014","0.025110913","1.5589074","2.957071","717.6129","1.3128284","3.6594026","0","91","956.739","12.149732","46.01390551742208","-89.67151074801491",""
"2024-03-13 16:36:00","59.47045","102.541595","0.046543036","16815.072","1.0000051","0.06665202","2.5250115","0.030832786","1.5061918","3.0070963","717.5927","1.324633","3.6854696","0","91","956.71204","12.131509","46.01390551742208","-89.67151074801491",""
"2024-03-13 16:36:02","59.459568","102.47196","0.046513602","16818.15","1.0000054","0.066606775","2.3996131","0.029727694","1.5524621","3.0232782","717.5779","1.3882213","3.832931","0","91","956.6924","12.13933","46.01390551742208","-89.67151074801491",""
"2024-03-13 16:36:04","59.470432","102.4862","0.046469755","16816.457","1.0000058","0.066535465","2.6255083","0.031421088","1.5743321","3.0249937","717.57635","1.3816446","3.818481","0","91","956.6561","12.1225395","46.01390551742208","-89.67151074801491",""
"2024-03-13 16:36:06","59.471264","102.485634","0.04646353","16816.387","1.000006","0.066525444","2.6466842","0.031551555","1.5790379","3.025587","717.5757","1.3832941","3.822409","0","91","956.6511","12.120928","46.01390551742208","-89.67151074801491",""
"2024-03-13 16:36:08","59.45396","102.29846","0.04643825","16819.855","1.000006","0.066487096","2.252203","0.029337598","1.6240572","3.0623229","717.58984","1.3944559","3.8477676","0","91","956.70526","12.138533","46.01390551742208","-89.67151074801491",""
"2024-03-13 16:36:10","59.47712","102.34847","0.046464074","16813.227","1.000006","0.066524334","1.9932549","0.032719452","1.5785441","3.0681813","717.57086","1.3992977","3.8592274","0","91","956.6821","12.139539","46.01390551742208","-89.67151074801491",""
"2024-03-13 16:36:12","59.46703","102.2903","0.04644073","16816.041","1.0000063","0.06646525","2.9154778","0.031153966","1.5287707","3.0809884","717.5883","1.4286625","3.9269085","0","91","956.7062","12.14","46.01390551742208","-89.67151074801491",""
"2024-03-13 16:36:14","59.46676","102.2861","0.046438996","16816.117","1.0000063","0.06645968","3.0195465","0.031101307","1.5208281","3.0825608","717.58966","1.4323311","3.935377","0","91","956.70795","12.14","46.01390551742208","-89.67151074801491",""
"2024-03-13 16:36:16","59.47417","102.22171","0.04641344","16814.611","1.0000064","0.06644184","2.081025","0.028795103","1.5760092","3.0989363","717.5907","1.4590809","3.9973354","0","91","956.7094","12.130942","46.01390551742208","-89.67151074801491",""
"2024-03-13 16:36:18","59.473076","102.23765","0.046419986","16814.408","1.0000063","0.06645358","2.5366502","0.030510984","1.5348306","3.0993478","717.5781","1.4538629","3.9855404","0","91","956.69275","12.138809","46.01390551742208","-89.67151074801491",""
"2024-03-13 16:36:20","59.4733","102.23707","0.04641979","16814.31","1.0000063","0.06645443","2.5462058","0.030618828","1.5325973","3.1000159","717.5767","1.454248","3.9864664","0","91","956.6908","12.139331","46.01390551742208","-89.67151074801491",""
"2024-03-13 16:36:22","59.463955","102.15998","0.046387475","16816.916","1.0000066","0.06640069","2.1247249","0.03222135","1.4779902","3.1186152","717.57605","1.2169874","3.4331133","0","91","956.6899","12.139895","46.013906097233146","-89.67150679770897",""
"2024-03-13 16:36:24","59.463547","102.18113","0.046397787","16812.477","1.0000067","0.06641739","2.8620183","0.028612023","1.4899201","3.1213217","717.57587","1.0908668","3.1431897","0","91","956.67206","12.14","46.01390744658897","-89.67150930409798",""
"2024-03-13 16:36:26","59.466393","102.11385","0.046369243","16815.598","1.0000068","0.06637386","2.5976465","0.029186761","1.5319722","3.1210477","717.57587","1.4432328","3.9584935","0","91","956.68726","12.14","46.013901923395956","-89.67151326998687",""
"2024-03-13 16:36:28","59.466763","102.10704","0.0463664","16815.787","1.0000068","0.06636959","2.5967107","0.029107457","1.5377464","3.1210208","717.57587","1.4816914","4.047575","0","91","956.6884","12.14","46.01389979984976","-89.67151058995482",""
